,Titles,Prices,Evaluations,Numbers of evaluators,Urls
231,Ma cave à vin : Comment organiser une cave à vin ? 6 pages de conseils et 101 fiches à remplir. livre idéal pour les amateurs de vin et pour faire un cadeau original et utile.,"6,99€","5,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0492679K7V91BTEX2S9&url=%2FMa-cave-vin-organiser-conseils%2Fdp%2FB08P3JTMX8%2Fref%3Dsr_1_244_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Bminceur%26qid%3D1618311662%26sr%3D8-244-spons%26psc%3D1&qualifier=1618311662&id=1907386370421329&widgetName=sp_atf_next
232,"Agenda Minceur Jeûne Intermittent: Carnet à Compléter 90 Jours - Régime Alimentaire - Fasting 16/8 - Journal de Nutrition et d’Activité Sportive, ... rapidement les graisses- couverture souple","14,90€","4,5",2,https://www.amazon.fr//Agenda-Minceur-Je%C3%BBne-Intermittent-Alimentaire/dp/1661691633/ref=sr_1_245?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-245
233,Mes Jus de Légumes - recettes à l'extracteur: Carnet de recettes à compléter de vos 100 jus de légumes et fruits préférés | livre de 60 pages | format 15.24 x 22.86 cm,"5,99€","5,0",2,https://www.amazon.fr//Mes-Jus-L%C3%A9gumes-lextracteur-compl%C3%A9ter/dp/B085RTKHJ5/ref=sr_1_246?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-246
234,"Comment Contrôler Les Crises D'Anxiété et de Panique: Des secrets efficaces pour vous retrouver et profiter d'une vie relaxante. Comment calmer l'anxiété, les symptômes et les crises.","7,70€","4,1",57,https://www.amazon.fr//Comment-Contr%C3%B4ler-Crises-DAnxi%C3%A9t%C3%A9-Panique/dp/B084DD8WCK/ref=sr_1_247?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-247
235,Food & Fitness Diary: Régime Alimentaire Agenda 90 JOURS: Journal minceur à compléter,"9,95€","4,3",16,https://www.amazon.fr//Food-Fitness-Diary-Alimentaire-compl%C3%A9ter/dp/154269079X/ref=sr_1_248?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-248
236,Une journée dans mon assiette Vegan,"9,50€","4,5",7,https://www.amazon.fr//Une-journ%C3%A9e-dans-assiette-Vegan/dp/2017084433/ref=sr_1_249?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-249
237,Ma cure céto: Une nouvelle vie en 14 jours,"6,99€","4,4",203,https://www.amazon.fr//Ma-cure-c%C3%A9to-nouvelle-jours/dp/9401474206/ref=sr_1_250?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-250
238,"Journal de suivi minceur ou prise de masse 90 jours.: ournal minceur ou prise de masse, permet un suivi quotidien de votre alimentation et de votre ... une perte de poids ou prise de masse durable","5,95€","5,0",3,https://www.amazon.fr//Journal-suivi-minceur-prise-jours/dp/B08NWQZWND/ref=sr_1_251?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-251
239,Nouveau régime IG pour les diabétiques et les prédiabétiques,"7,37€","4,4",19,https://www.amazon.fr//Nouveau-r%C3%A9gime-pour-diab%C3%A9tiques-pr%C3%A9diab%C3%A9tiques/dp/2916878920/ref=sr_1_252?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-252
240,Agenda Minceur 90 jours: Carnet Alimentaire à Compléter Chaque Jour | Journal Alimentaire et D'activités Physiques.,"17,00€","4,4",9,https://www.amazon.fr//Agenda-Minceur-jours-Alimentaire-Dactivit%C3%A9s/dp/B08GFPRJNW/ref=sr_1_253?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-253
241,"Mon Agenda Minceur 90 Jours: Simple Carnet Régime Alimentaire à Compléter Chaque Jour | Journal Alimentaire et D'activités Physiques 90 jours . Suivi régime, mon régime, carnet de suivi alimentaire","7,99€","4,4",55,https://www.amazon.fr//Mon-Agenda-Minceur-Jours-Alimentaire/dp/B08H9RB21H/ref=sr_1_254?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-254
242,Agenda Minceur 90 jours: Journal de Régime Alimentaire et activité physique à compléter pour un suivi facile de tes objectifs et ta motivation | Belle couverture Glossy en Marbre Or Rose,"2,99€","4,4",55,https://www.amazon.fr//Agenda-Minceur-jours-Alimentaire-motivation/dp/B08TMV5LK4/ref=sr_1_255?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-255
243,Le Secret du Poids,"11,96€","3,8",16,https://www.amazon.fr//Secret-du-Poids-Florence-Delorme/dp/2746649519/ref=sr_1_256?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-256
244,"Recettes avec Extracteur de Jus: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. Carnet de ... pour maigrir ou manger léger | 100 recettes","9,00€","3,0",1,https://www.amazon.fr//Recettes-avec-Extracteur-Jus-extracteur/dp/B08KQTNCBQ/ref=sr_1_257?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-257
245,Chassez la graisse abdominale - Nouvelle version,"29,95€","5,0",1,https://www.amazon.fr//Chassez-graisse-abdominale-Nouvelle-version/dp/2359345524/ref=sr_1_258?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-258
246,Bowl cakes : gâteau express en 2 minutes ! (Les Petites Recettes Hachette),"8,43€","4,3",23,https://www.amazon.fr//Bowl-cakes-express-Recettes-Hachette-ebook/dp/B0747NSFNY/ref=sr_1_259?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-259
247,"Mon Agenda Minceur: Carnet pré-rempli pour 90 jours de suivi de votre régime, Poids, et d’activité sportive pour Les Femmes","4,96€","4,3",26,https://www.amazon.fr//Mon-Agenda-Minceur-pr%C3%A9-rempli-dactivit%C3%A9/dp/B08ZVWQ5D2/ref=sr_1_260?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-260
248,Le petit livre de la minceur : Les calories des aliments du quotidien,"6,95€","4,0",3,https://www.amazon.fr//petit-livre-minceur-calories-quotidien/dp/2754006389/ref=sr_1_261?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-261
249,1 mois pour perdre 5kg,"9,50€","5,0",1,https://www.amazon.fr//1-mois-pour-perdre-5kg/dp/2017077860/ref=sr_1_262?dchild=1&keywords=livre+minceur&qid=1618311662&sr=8-262
